location,sublocation,rhtc_rhdc,plot no,nearest town,status,constituency,blood tr,off_landline,off_fax,off_postcode,fp,off_mob,outp,off_town,anc,imci,off_email,tb_treat,growth,ceoc,division,tb_labs,district,inp,off_pobox,facility,cots,province,in charge name,art,beoc,hbc,tb_diag,hct,c section,imm,beds,mflcode,pmtct,radiology,owner,type,youth,latitude,longitude
Nkareta,Nkareta,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Central,N,Narok North,N,P.O. Box 11,Nkareta Dispensary,0,RiftValley,Magdaline Sankei,N,N,N,N,N,N,Y,0,15363,Y,N,Ministry of Health,Dispensary,N,-0.316755245337163,36.0906536664695
Suswa,Nkoirienito,N,,Narok ,Operational,NAROK NORTH,,,,20501,Y,,Y,Narok,Y,N,,N,N,N,Mau,N,Narok North,N,,Nkoirienito Dispensary,0,RiftValley,Evalyne Senetoi,N,N,N,N,N,N,Y,0,16329,N,N,Non-Governmental Organizations,Dispensary,N,,
Ntulele,Ntulele,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,N,P.O. Box 11,Ntulele Dispensary,0,RiftValley,Ms Grace Naini,N,N,N,N,N,N,Y,0,15367,Y,N,Ministry of Health,Dispensary,N,,
Ongata Naado,Nturumeti,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,N,Y,N,Mau,N,Narok North,N,,Nturumeti Dispensary,0,RiftValley,Mr Wiry Asige,N,N,N,N,N,N,Y,0,15369,Y,N,Other Faith Based,Dispensary,N,,
Suswa,Suswa,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,N,,Olasiti (AIC) Dispensary,0,RiftValley,Judith O Nyangala,N,N,N,N,N,N,Y,0,15387,Y,N,Other Faith Based,Dispensary,N,,
Upper Melili,Parkarara,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,N,P.O. Box 11,Olchorro Dispensary,0,RiftValley,Ms Mosoi Elizabeth,N,N,N,N,N,N,Y,3,15389,Y,N,Ministry of Health,Dispensary,N,,
Upper Melili,Olchorro,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,N,N,N,Mau,N,Narok North,N,,Olendeem Dispensary,0,RiftValley,,N,N,N,N,N,N,Y,,15397,Y,N,Other Faith Based,Dispensary,N,,
Upper Melili,Parkarara,N,,Narok ,Unknown,NAROK NORTH,,,,20501,Y,,Y,Narok,Y,N,,N,Y,N,Mau,N,Narok North,N,,Olenkasurai Dispensary,0,RiftValley,Daniel Njuguna,N,N,N,N,N,N,Y,0,16330,Y,N,Other Faith Based,Dispensary,N,,
Oletukat,Enkorika,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,N,N,N,Mau,N,Narok North,N,P.O. Box 11,Oletukat Dispensary,0,RiftValley,Maurice Maina,N,N,N,N,N,N,Y,0,15401,Y,N,Ministry of Health,Dispensary,N,,
Olokurto,Olokurto,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Olokurto,N,Narok North,Y,P.O. Box 11,Olokurto Health Centre,0,RiftValley,Elikana Misonge,Y,Y,N,N,Y,N,Y,6,15420,Y,N,Ministry of Health,Health Centre,N,,
Ololpironito,Olombokishi,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,N,Y,N,Mau,N,Narok North,N,P.O. Box 11,Ololpironito Health Centre,0,RiftValley,Gregory Mutuma,N,N,N,N,N,N,Y,0,15422,Y,N,Ministry of Health,Health Centre,N,,
Olposimoru,Olposimoru,N,,Elbargon,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Olokurto,N,Narok North,N,P.O. Box 11,Olposimoru Dispensary,0,RiftValley,Charles Nyabuto,N,N,N,N,N,N,Y,0,15431,Y,N,Ministry of Health,Dispensary,N,,
Ongata Naado,Ongata Naado,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,N,Y,N,Mau,N,Narok North,N,P.O. Box 11,Ongata Naado Dispensary,0,RiftValley,Mr Leposo,N,N,N,N,N,N,Y,10,15439,Y,N,Ministry of Health,Dispensary,N,,
Upper Melili,Sakutiek,N,,Naivasha,Operational,NAROK NORTH,,,,20500,Y,020-2411919,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,Y,P.O. Box 11,Sakutiek Health Centre,0,RiftValley,Anita  Biwott,Y,Y,N,N,N,N,Y,6,15516,Y,N,Ministry of Health,Health Centre,N,,
Siyiapei,Siyiapei,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,N,,Siyiapei (AIC) Dispensary,0,RiftValley,Mr Tunui,N,N,N,N,N,N,Y,4,15599,Y,N,Other Faith Based,Dispensary,N,,
Enabelbel,Enegetia,N,,Narok ,Operational,NAROK NORTH,,,,20500,N,,Y,Narok,Y,Y,,N,N,N,Olokurto,N,Narok North,N,,St Teresa Olokirikirai Dispensary,0,RiftValley,Mathew Muema,N,N,N,N,N,N,Y,3,15666,Y,N,Other Faith Based,Dispensary,N,,
Aitong ,Aitong ,N,,Narok,Operational,NAROK SOUTH,,050-22043,,20500,N,,Y,Narok,N,Y,,Y,Y,N,Mara,Y,Narok South,Y,P.O. Box 110,CMF Aitong Health Centre,0,RiftValley,Michael Kilayo,Y,Y,N,N,Y,N,N,12,14394,Y,Y,Other Faith Based,Health Centre,Y,,
Elangata Enterit Disp,Elangata Enterit Disp,N,,Narok,Operational,NAROK SOUTH,,,,20500,N,,N,Narok,N,Y,,N,Y,N,Osupuko,N,Narok South,N,P.O. Box 110,Elangata Enterit Dispensary,0,RiftValley,Jonathan Konko,Y,N,N,N,Y,N,N,,14427,Y,Y,Ministry of Health,Dispensary,N,,
Endonyo Rinka ,Endonyo Rinka ,N,,Narok,Operational,NAROK SOUTH,,050-22043,,20500,N,,N,Narok,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 110,Endonyo Rinka Dispensary,0,RiftValley,Vincent Simpiri,Y,N,N,N,Y,N,N,,14457,Y,Y,Ministry of Health,Dispensary,N,,
Enkitoria ,Enkitoria ,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 47,Enkitoria Dispensary,3,RiftValley,Hyeline Manyara,Y,N,N,N,Y,N,N,,14462,Y,Y,Other Faith Based,Dispensary,N,,
Etesekera ,Etesekera ,N,,Narok,Operational,NAROK SOUTH,,,,20500,N,,Y,Narok,N,Y,,Y,Y,N,Loita,Y,Narok South,Y,P.O. Box 192,Etesekera Dispensary,16,RiftValley,Dr Maria Shiestl,Y,Y,N,N,Y,N,N,,14479,Y,Y,Other Faith Based,Dispensary,Y,-1.94638738266349,35.7877941430975
Ewaso Ngiro ,Ewaso Ngiro ,N,,Narok,Operational,NAROK SOUTH,,050-22043,,20500,N,,Y,Narok,N,Y,,Y,Y,N,Osupuko,Y,Narok South,N,P.O. Box 110,Ewaso Ngiro Health Centre,0,RiftValley,Leonaed Loontaye,Y,Y,N,N,Y,N,N,12,14485,Y,Y,Other Faith Based,Health Centre,N,,
Loita,Ilkerin ,N,,Ololulunga,Operational,NAROK SOUTH,,,,20500,N,,N,Ololulunga,N,Y,,N,Y,N,Loita,N,Narok South,N,P.O. Box 47,Ilkerin Dispensary (Narok South),0,RiftValley,Nyakundi Magdaline,Y,N,N,N,Y,N,N,,14563,Y,Y,Other Faith Based,Dispensary,N,-1.94638738266349,35.7877941430975
Maji Moto ,Maji Moto ,N,,Ololulunga,Operational,NAROK SOUTH,,020-2150428,,20500,N,,N,Ololulunga,N,Y,,N,Y,N,Osupuko,N,Narok South,N,P.O. Box 47,Maji Moto Dispensary (Narok South),0,RiftValley,Ann Kiruti,Y,N,N,N,Y,N,N,,15113,Y,Y,Other Faith Based,Dispensary,N,,
Mararinta ,Mararinta ,N,,Narok,Operational,NAROK SOUTH,,050-22043,,20500,N,,N,Narok,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 110,Mararinta Dispensary,0,RiftValley,Jackson Kitingala,Y,N,N,N,Y,N,N,,15128,Y,Y,Other Faith Based,Dispensary,N,,
Megwera ,Megwera ,N,,Ololulunga,Operational,NAROK SOUTH,,020-2150428,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 47,Megwera Dispensary,0,RiftValley,Jane Wanyama,Y,N,N,N,Y,N,N,,15168,Y,Y,Ministry of Health,Dispensary,N,,
Morijo ,Morijo ,N,,Ololulunga,Operational,NAROK SOUTH,,020-2150428,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Loita,N,Narok South,N,P.O. Box 47,Morijo Loita Dispensary,0,RiftValley,Kamicha Samwel Ndubi,Y,N,N,N,Y,N,N,,15222,Y,Y,Ministry of Health,Dispensary,N,-1.94638738266349,35.7877941430975
Mulot ,Mulot ,N,,Ololulunga,Operational,NAROK SOUTH,,,,20500,N,,N,Ololulunga,N,Y,,N,Y,N,Mulot,N,Narok South,N,P.O. Box 47,Mulot Dispensary,0,RiftValley,Omusula Nerea,Y,N,N,N,Y,N,N,,15251,Y,Y,Other Faith Based,Dispensary,N,-0.919117125254843,35.473711016172
Naikara ,Naikara ,N,,Narok,Operational,NAROK SOUTH,,,,20500,N,,N,Narok,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 81,Naikara Dispensary,0,RiftValley,Koitamet Nkoyo,Y,N,N,N,Y,N,N,,15276,Y,Y,Other Faith Based,Dispensary,N,,
Naroosura ,Naroosura ,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,Y,Ololulunga,N,Y,,Y,Y,N,Osupuko,Y,Narok South,N,P.O. Box 47,Naroosura Health Centre,12,RiftValley,Fridah Tiren  ,Y,Y,N,N,Y,N,N,,15312,Y,Y,Ministry of Health,Health Centre,Y,,
Ngito,Ngito,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Mulot,N,Narok South,Y,"P.O. Box 39, Oloomirani",Ngito Dispensary,0,RiftValley,David Mutai,Y,N,N,N,Y,N,N,,15348,Y,Y,Other Faith Based,Dispensary,N,-0.919117125254843,35.473711016172
Nkorinkori,Nkorinkori,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Ollulunga,N,Narok South,N,P.O. Box 47,Nkorinkori Dispensary,0,RiftValley,Gachukia Crispina Wairumu,Y,N,N,N,Y,N,N,,15364,Y,Y,Ministry of Health,Dispensary,N,,
Olderkesi ,Olderkesi ,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 47,Olderkesi Dispensary,0,RiftValley,Peter Kadika,Y,N,N,N,Y,N,N,,15392,Y,Y,Ministry of Health,Dispensary,N,,
Olepolos ,Olepolos ,N,,Ololulunga,Operational,NAROK SOUTH,,020-2150428,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Ololulunga,N,Narok South,N,P.O. Box 81,Olepolos Dispensary,0,RiftValley,Anthony Lemein,Y,N,N,N,Y,N,N,,15399,Y,Y,Ministry of Health,Dispensary,N,,
Olkinyei ,Olkinyei ,N,,Ololulunga,Operational,NAROK SOUTH,,020-2440800,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 47,Olkinyei Dispensary,0,RiftValley,Too Willy,Y,N,N,N,Y,N,N,,15408,Y,Y,Ministry of Health,Dispensary,N,,
Olkoroi ,Olkoroi ,N,,Narok,Operational,NAROK SOUTH,,050-22043,,20500,N,,N,Narok,N,Y,,N,Y,N,Loita,N,Narok South,N,P.O. Box 110,Olkoroi Dispensary,0,RiftValley,Amos Pushati,Y,N,N,N,Y,N,N,,15411,Y,Y,Other Faith Based,Dispensary,N,-1.94638738266349,35.7877941430975
Olmekenyu ,Olmekenyu ,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Sogoo,N,Narok South,N,P.O. Box 41,Olmekenyu Dispensary,0,RiftValley,Nyaberi Gladys Kerubo,Y,N,N,N,Y,N,N,,15414,Y,Y,Other Faith Based,Dispensary,N,,
Olmesutie ,Olmesutie ,N,,Ololulunga,Operational,NAROK SOUTH,,020-2150428,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Loita,N,Narok South,N,P.O. Box 47,Olmesutie Dispensary,0,RiftValley,Saiguran Solomon,Y,N,N,N,Y,N,N,,15415,Y,Y,Ministry of Health,Dispensary,N,-1.94638738266349,35.7877941430975
Ololulunga,Ololulunga,N,,Ololulunga,Operational,NAROK SOUTH,,020-2150428,,20503,N,,Y,Ololulunga,N,Y,,Y,Y,N,Ololulunga,Y,Narok South,N,P.O. Box 47,Ololulunga District Hospital,2,RiftValley,David Khisa,Y,Y,Y,N,Y,N,N,24,15423,Y,Y,Ministry of Health,Primary Hospital,Y,,
Olorte ,Olorte ,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Loita,N,Narok South,N,P.O. Box 47,Olorte Dispensary,0,RiftValley,Kulakul Simon Rise,Y,N,N,N,Y,N,N,,15428,Y,Y,Ministry of Health,Dispensary,N,-1.94638738266349,35.7877941430975
Sekenani ,Sekenani ,N,,Ololulunga,Operational,NAROK SOUTH,,020-2150428,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 47,Sekenani Dispensary,0,RiftValley,Samuel Njoroge,Y,N,N,N,Y,N,N,,15541,Y,Y,Ministry of Health,Dispensary,N,,
Siana ,Siana,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,N,Ololulunga,N,Y,,N,Y,N,Mara,N,Narok South,N,P.O. Box 47,Siana Springs Dispensary,0,RiftValley,Caroline Mwanza,Y,N,N,N,Y,N,N,,15561,Y,Y,Community,Dispensary,N,,
Sogoo,Sogoo,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,Y,Ololulunga,N,Y,,Y,Y,N,Sogoo,Y,Narok South,Y,P.O. Box 47,Sogoo Health Centre,12,RiftValley,Benjamin Cheserem,Y,Y,N,N,Y,N,N,,15605,Y,Y,Ministry of Health,Health Centre,Y,,
Lemek,Lemek,N,,Ololulunga,Operational,NAROK SOUTH,,,,20503,N,,Y,Ololulunga,N,Y,,Y,Y,N,Ololulunga,Y,Narok South,Y,P.O. Box 50,St Anthony Lemek Health Centre,0,RiftValley,Sister Philis,Y,Y,N,N,Y,N,N,12,15626,Y,Y,Other Faith Based,Health Centre,Y,,
Naroosura ,Naroosura ,N,,Narok,Operational,NAROK SOUTH,,050-22043,,20503,N,,N,Narok,N,Y,,N,Y,N,Osupuko,N,Narok South,Y,P.O. Box 47,St Elizabeth Dispensary,0,RiftValley,Fridah Tiren  ,Y,N,N,N,Y,N,N,,15636,Y,Y,Other Faith Based,Dispensary,N,,
Talek ,Talek ,N,,Narok,Operational,NAROK SOUTH,,050-22043,,20500,N,,N,Narok,N,Y,,N,Y,N,Mara,N,Narok South,Y,P.O. Box 110,Talek Dispensary,0,RiftValley,Lawrence Nkaiwatei,Y,N,N,N,Y,N,N,,15702,Y,Y,Other Faith Based,Dispensary,N,,
Chepkokogh,Annet,N,,Kapenguria,Operational,SIGOR,,,,30600,N,,Y,Kapenguria,N,N,,N,N,N,Chesogon,N,Pokot Central,N,P.O. Box 63,Annet Dispensary,0,RiftValley,Philip Rotino,N,N,N,N,N,N,N,0,16323,N,N,Ministry of Health,Dispensary,N,,
Cheptulel,Kokwositot,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Chesegon,N,Pokot Central,N,P.O. Box 63,Arpollo Dispensary,0,RiftValley,D. Lokorinyang,N,N,N,N,Y,N,Y,0,14214,Y,N,Ministry of Health,Dispensary,N,,
Batei,Ortum,N,,Kapenguria,Operational,SIGOR,,,,30600,N,,Y,Kapenguria,N,N,,N,N,N,Batei,N,Pokot Central,N,P.O. Box 1312 Kitale,Baraka Dispensary (Pokot),0,RiftValley,,N,N,N,N,N,N,N,0,14229,N,N,Other Private,Dispensary,N,1.36170509435237,35.3646794453705
Lomut,Mogho,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Chesegon,N,Pokot Central,N,P.O. Box 642,Chesta Dispensary,0,RiftValley,Onyisi,N,N,N,N,Y,N,Y,0,14387,Y,N,Other Faith Based,Dispensary,N,,
Lelan,Kabichbich,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,Y,Y,N,Lelan,Y,Pokot Central,Y,P.O. Box 63,Kabichbich Health Centre,2,RiftValley,F.Chebet,N,Y,N,Y,Y,N,Y,12,14615,Y,N,Ministry of Health,Health Centre,N,1.07312321631775,35.4174494128563
Lelan,Kabichbich,N,,Kapenguria,Not-Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Lelan,N,Pokot Central,N,P.O. Box 1312 Kitale,Kabichbich Miss Dispensary,0,RiftValley,,N,N,N,N,Y,N,Y,0,14616,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,N,1.07312321631775,35.4174494128563
Ywalateke,Kapchemogen,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Chepareria,N,Pokot Central,N,P.O. Box 63,Kapchemogen Dispensary,0,RiftValley,J. Lopetasia,N,N,N,N,Y,N,Y,0,14693,Y,N,Ministry of Health,Dispensary,N,,
Kaptabuk,Kaptabuk,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Lelan,N,Pokot Central,N,P.O. Box 63,Kaptabuk Dispensary,0,RiftValley,W. Mengich,N,N,N,N,Y,N,Y,0,14772,Y,N,Ministry of Health,Dispensary,,1.07312321631775,35.4174494128563
Lomut,Toghomo,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,Y,Y,N,Chesegon,N,Pokot Central,N,P.O. Box 63,Lomut Dispensary,0,RiftValley,S. Simiyu,N,N,N,Y,Y,N,Y,0,15073,Y,N,Ministry of Health,Dispensary,N,,
Sekerr,Takar,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Sigor,N,Pokot Central,N,P.O. Box 63,Marich Dispensary,0,RiftValley,B.Cheptoo,N,N,N,N,Y,N,Y,0,15130,N,N,Other Faith Based,Dispensary,N,,
Porkoyu,Nasolot,N,,Kapenguria,Operational,SIGOR,,,,30600,N,,Y,Kapenguria,N,N,,N,N,N,Sigor,N,Pokot Central,N,,Nasolot Dispensary,0,RiftValley,E. Kiru,N,N,N,N,N,N,N,0,15314,N,N,Other Faith Based,Dispensary,N,,
Batei,Ortum,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,Y,Y,Y,Batei,Y,Pokot Central,Y,P.O. Box 1312 Kitale,Ortum Hospital,6,RiftValley,Administrator,N,Y,N,Y,Y,Y,Y,127,15446,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Other Hospital,N,1.36170509435237,35.3646794453705
Weiwei,Korerach,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Sigor,N,Pokot Central,N,P.O. Box 1312 Kitale,Psigor Dispensary,0,RiftValley,I. Ouma,N,N,N,N,Y,N,Y,0,15472,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,N,,
Sekerr,Mbara,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Sigor,N,Pokot Central,N,P.O. Box 642,Sekerr Dispensary,0,RiftValley,N. Longuronyang,N,N,N,N,Y,N,Y,0,15542,Y,N,Other Faith Based,Dispensary,N,,
Weiwei,Korerach,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,Y,Y,N,Sigor,N,Pokot Central,Y,P.O. Box 63,Sigor Sub District Hospital,2,RiftValley,L.Kimosop,N,Y,N,Y,Y,N,Y,12,15564,Y,N,Ministry of Health,Health Centre,N,,
Chebon,Sina,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Tapach,N,Pokot Central,N,P.O. Box 63,Sina Dispensary,0,RiftValley,R. Losialima,N,N,N,N,Y,N,Y,0,15580,Y,N,Ministry of Health,Dispensary,N,,
Sondany,Nyarkurian,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Tapach,N,Pokot Central,N,P.O. Box 63,Sondany Dispensary,0,RiftValley,Ann Gloria,N,N,N,N,N,N,Y,0,15609,N,N,Ministry of Health,Dispensary,N,,
Mwino,Kitoyo,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Sigor,N,Pokot Central,N,P.O. Box 63,Tamkal Dispensary,0,RiftValley,J. Sawil,N,N,N,N,Y,N,Y,0,15704,Y,N,Ministry of Health,Dispensary,N,,
Tapach,Tapach,N,,Kapenguria,Operational,SIGOR,,,,30600,Y,,Y,Kapenguria,Y,N,,N,Y,N,Tapach,N,Pokot Central,N,P.O. Box 63,Tapach Dispensary,0,RiftValley,S. Kapsabuka,N,N,N,N,Y,N,Y,0,15708,Y,N,Ministry of Health,Dispensary,N,,
Alale,Amakuriat,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,,Y,Y,N,Alale,N,Pokot North,Y,,Alale (AIC) Health Centre,1,RiftValley,Amos Lingor,N,N,Y,N,Y,N,Y,8,14196,Y,N,Other Faith Based,Health Centre,N,2.36082232853028,34.9528943310054
Alale,Alale,,,Makutano,Pending Opening,KACHELIBA,,,,30601,,,,KACHELIBA,,,,,,,Alale,,Pokot North,,P.O. Box 50,Alale Health Centre,0,RiftValley,,,,,,,,,10,16367,,,Ministry of Health,Health Centre,,2.36082232853028,34.9528943310054
Alale,Amakuriat,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,,Y,Y,N,Alale,N,Pokot North,N,,Amakuriat Dispensary,0,RiftValley,Sr Maria B,N,N,Y,N,Y,N,Y,0,14198,Y,N,Other Faith Based,Dispensary,N,2.36082232853028,34.9528943310054
Lokicher,Cherangan,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,N,N,,N,Y,N,Kacheliba,N,Pokot North,N,,Cherangan Dispensary,0,RiftValley,Rhoda,N,N,Y,N,N,N,Y,0,14378,N,N,Private Medical Enterprise,Dispensary,N,,
Suam,Karon,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,kachelibadistricthospital@yahoo.com,Y,Y,Y,Kacheliba,Y,Pokot North,Y,P.O. Box 50,Kacheliba District Hospital,2,RiftValley,Dr Chirchir,Y,y,Y,Y,Y,N,Y,84,14634,Y,N,Ministry of Health,Primary Hospital,N,,
Suam,Suam,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,,Y,Y,N,Kacheliba,N,Pokot North,N,,Kacheliba Mobile clinic/Disp,0,RiftValley,Agnes Moraa,N,N,Y,N,N,N,Y,0,14635,Y,N,Other Faith Based,Medical Clinic - Other,N,,
Kasei,Kamketo,,,Makutano,Pending Opening,KACHELIBA,,,,30601,,,,KACHELIBA,,,,,,,Kasei,,Pokot North,,P.O. Box 50,Kamketo Dispensary,,RiftValley,,,,,,,,,,16375,,,Ministry of Health,Dispensary,,1.94517180008711,35.2745703983799
Kiwawa,Kiwawa,,,Makutano,Pending Opening,KACHELIBA,,,,30601,,,,KACHELIBA,,,,,,,Kiwawa,,Pokot North,,P.O. Box 50,Kamla Bamako Initiative Dispensary,,RiftValley,,,,,,,,,,16372,,,Non-Governmental Organizations,Dispensary,,2.04387090937757,35.0583875436957
Kiwawa,Kiwawa,,,Makutano,Operational,KACHELIBA,,,,30601,,,,KACHELIBA,,,,,,,Kiwawa,,Pokot North,,P.O. Box 50,Kamla Community Dispensary,,RiftValley,,,,,,,,,,16371,,,Community,Dispensary,,2.04387090937757,35.0583875436957
Korpu,Korpu,,,Makutano,Pending Opening,KACHELIBA,,,,30601,,,,KACHELIBA,,,,,,,Kasei,,Pokot North,,P.O. Box 50,Kangoletiang Dispensary,,RiftValley,,,,,,,,,,16373,,,Ministry of Health,Dispensary,,1.94517180008711,35.2745703983799
Kasei,Kasei,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,,Y,Y,Y,Kasei,Y,Pokot North,N,P.O. Box 50,Kasei Dispensary,0,RiftValley,Michael Soprin,N,N,Y,Y,Y,N,Y,0,14807,Y,N,Ministry of Health,Dispensary,N,1.94517180008711,35.2745703983799
Kiwawa,Kaurong,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,,Y,Y,N,Konyao,Y,Pokot North,N,P.O. Box 50,Kauriong Dispensary,0,RiftValley,Robert Shokan,N,N,N,Y,Y,N,Y,0,14820,Y,N,Ministry of Health,Dispensary,N,,
Kiwawa,Kiwawa,,,Makutano,Pending Opening,KACHELIBA,,,,30601,,,,KACHELIBA,,,,,,,Kiwawa,,Pokot North,,P.O. Box 50,Kiwawa (ACCK) Dispensary,,RiftValley,,,,,,,,,,16374,,,Other Faith Based,Dispensary,,2.04387090937757,35.0583875436957
Lokicher,Kodich,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,,Y,Y,Y,Kacheliba,Y,Pokot North,N,P.O. Box 50,Kodich Dispensary,0,RiftValley,Selina Chemsto,N,N,Y,Y,Y,N,Y,0,14962,Y,N,Ministry of Health,Dispensary,N,,
Kapchok,Kapchok,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,,Y,Y,Y,Konyao,Y,Pokot North,Y,P.O. Box 50,Konyao Dispensary,0,RiftValley,Wanjala Daniel,N,N,Y,Y,Y,N,Y,0,14988,Y,N,Ministry of Health,Dispensary,N,,
Kasei,Korokou,Y,,Makutano,Operational,KACHELIBA,,,,30601,Y,,Y,KACHELIBA,Y,N,,N,Y,N,Kasei,N,Pokot North,N,,Korokou Dispensary,0,RiftValley,Denis Nyoka,N,N,Y,N,N,N,Y,0,14991,Y,N,Other Faith Based,Dispensary,N,1.94517180008711,35.2745703983799
Kiwawa,Kiwawa,,,Makutano,Pending Opening,KACHELIBA,,,,30601,,,,KACHELIBA,,,,,,,Kiwawa,,Pokot North,,P.O. Box 50,Losam Dispensary,,RiftValley,,,,,,,,,,16369,,,Ministry of Health,Dispensary,,2.04387090937757,35.0583875436957
Cherangan,Nakwijit,,,Makutano,Pending Opening,KACHELIBA,,,,30601,,,,KACHELIBA,,,,,,,Kacheliba,,Pokot North,,P.O. Box 50,Nakwijit Dispensary,,RiftValley,,,,,,,,,,16366,,,Ministry of Health,Dispensary,,,
